timestamp,patient_id,imei,employee_id,sensor_latlong,sensor_room,rssi,actual_patient_room
2026-02-10T08:04:24,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809748, -47.059371",Recepção,-97.03,Quarto 2
2026-02-10T08:04:33,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809741, -47.059643",Enfermaria,-76.01,Quarto 2
2026-02-10T08:04:41,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809582, -47.059701",Enfermaria,-75.34,Quarto 1
2026-02-10T08:04:44,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809663, -47.059721",Corredor,-71.5,Quarto 2
2026-02-10T08:04:47,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809882, -47.059419",Recepção,-76.95,Quarto 1
2026-02-10T08:04:53,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809754, -47.059661",Enfermaria,-78.68,Quarto 2
2026-02-10T08:05:02,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809775, -47.059338",Recepção,-88.42,Quarto 2
2026-02-10T08:05:09,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809725, -47.059687",Corredor,-85.37,Quarto 1
2026-02-10T08:05:18,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809850, -47.059309",Recepção,-82.9,Corredor
2026-02-10T08:05:26,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809802, -47.059454",Recepção,-75.01,Quarto 2
2026-02-10T08:05:32,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809747, -47.059408",Recepção,-85.41,Quarto 2
2026-02-10T08:05:37,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809645, -47.059462",Recepção,-85.09,Quarto 2
2026-02-10T08:05:40,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809887, -47.059797",Corredor,-67.09,Quarto 1
2026-02-10T08:05:47,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809627, -47.059552",Enfermaria,-80.24,Quarto 1
2026-02-10T08:05:55,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809973, -47.059350",Recepção,-91.21,Quarto 1
2026-02-10T08:06:00,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809756, -47.059471",Recepção,-78.69,Quarto 1
2026-02-10T08:06:07,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809785, -47.059335",Recepção,-81.81,Quarto 2
2026-02-10T08:06:16,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809916, -47.059694",Corredor,-80.63,Quarto 2
2026-02-10T08:06:23,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809758, -47.059684",Enfermaria,-70.58,Toalete
2026-02-10T08:06:31,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809686, -47.059701",Corredor,-115.0,Quarto 1
2026-02-10T08:06:33,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809638, -47.059405",Recepção,-98.06,Quarto 2
2026-02-10T08:06:38,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809677, -47.059618",Enfermaria,-81.9,Quarto 1
2026-02-10T08:06:41,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809940, -47.059492",Recepção,-78.08,Quarto 2
2026-02-10T08:06:49,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809922, -47.059301",Recepção,-81.04,Quarto 1
2026-02-10T08:06:58,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809718, -47.059653",Corredor,-69.31,Quarto 2
2026-02-10T08:07:05,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809730, -47.059310",Recepção,-99.44,Quarto 2
2026-02-10T08:07:13,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809730, -47.059308",Recepção,-93.12,Quarto 1
2026-02-10T08:07:21,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809744, -47.059653",Enfermaria,-70.49,Quarto 1
2026-02-10T08:07:28,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809713, -47.059607",Enfermaria,-68.05,Quarto 2
2026-02-10T08:07:37,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809766, -47.059356",Recepção,-100.72,Quarto 1
2026-02-10T08:07:43,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809934, -47.059299",Recepção,-94.55,Quarto 2
2026-02-10T08:07:51,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809983, -47.059455",Arredores,-74.75,Quarto 2
2026-02-10T08:07:54,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809924, -47.059986",Arredores,-67.95,Quarto 1
2026-02-10T08:07:56,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809614, -47.059648",Enfermaria,3.49,Quarto 1
2026-02-10T08:08:01,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809903, -47.059410",Recepção,-97.3,Quarto 1
2026-02-10T08:08:09,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809752, -47.059672",Enfermaria,-80.57,Quarto 2
2026-02-10T08:08:11,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809672, -47.059642",Arredores,-85.39,Quarto 2
2026-02-10T08:08:15,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809899, -47.059698",Corredor,-77.43,Quarto 2
2026-02-10T08:08:18,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809600, -47.059680",Enfermaria,-88.32,Quarto 2
2026-02-10T08:08:25,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809811, -47.059737",Corredor,-75.68,Quarto 2
2026-02-10T08:08:33,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809746, -47.059583",Enfermaria,-75.38,Quarto 1
2026-02-10T08:08:42,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809962, -47.059439",Recepção,-79.93,Quarto 2
2026-02-10T08:08:44,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809647, -47.059311",Recepção,-84.7,Quarto 1
2026-02-10T08:08:52,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809751, -47.059540",Enfermaria,-84.78,Quarto 1
2026-02-10T08:08:57,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809992, -47.059733",Corredor,-86.44,Quarto 2
2026-02-10T08:09:05,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809610, -47.059470",Arredores,-88.8,Quarto 1
2026-02-10T08:09:14,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809911, -47.059325",Recepção,-79.85,Quarto 1
2026-02-10T08:09:22,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809586, -47.059432",Recepção,-75.38,Toalete
2026-02-10T08:09:28,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809732, -47.059569",Enfermaria,-96.09,Quarto 2
2026-02-10T08:09:35,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809786, -47.059500",Recepção,-79.74,Quarto 2
2026-02-10T08:09:38,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809742, -47.059354",Recepção,-83.73,Quarto 1
2026-02-10T08:09:43,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809770, -47.059529",Enfermaria,-74.4,Corredor
2026-02-10T08:09:51,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809763, -47.059683",Corredor,-86.86,Quarto 1
2026-02-10T08:09:59,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809760, -47.059287",Recepção,-81.81,Corredor
2026-02-10T08:10:07,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809678, -47.059333",Recepção,-87.64,Quarto 2
2026-02-10T08:10:15,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809722, -47.059574",Enfermaria,-77.0,Quarto 1
2026-02-10T08:10:20,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809816, -47.059395",Recepção,-79.42,Quarto 1
2026-02-10T08:10:23,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809790, -47.059715",Enfermaria,-79.46,Quarto 2
2026-02-10T08:10:30,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809856, -47.059735",Corredor,-66.91,Quarto 1
2026-02-10T08:10:37,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809791, -47.059530",Enfermaria,-75.74,Quarto 2
2026-02-10T08:10:39,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809596, -47.059631",Enfermaria,-70.12,Quarto 2
2026-02-10T08:10:41,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809774, -47.059547",Enfermaria,4.87,Corredor
2026-02-10T08:10:43,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809662, -47.059611",Enfermaria,-98.85,Quarto 2
2026-02-10T08:10:46,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809663, -47.059607",Enfermaria,-65.68,Corredor
2026-02-10T08:10:49,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809794, -47.059542",Enfermaria,-77.21,Quarto 1
2026-02-10T08:10:52,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809953, -47.059296",Recepção,-91.46,Quarto 2
2026-02-10T08:10:58,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809768, -47.059750",Corredor,-89.37,Quarto 1
2026-02-10T08:11:02,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809584, -47.059668",Enfermaria,-69.11,Quarto 2
2026-02-10T08:11:06,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809772, -47.059548",Enfermaria,-70.78,Quarto 2
2026-02-10T08:11:11,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809727, -47.059291",Recepção,-82.78,Quarto 2
2026-02-10T08:11:16,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809605, -47.059628",Enfermaria,-83.65,Quarto 2
2026-02-10T08:11:23,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809838, -47.059672",Corredor,-67.88,Quarto 2
2026-02-10T08:11:32,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809796, -47.059561",Enfermaria,-78.51,Quarto 1
2026-02-10T08:11:35,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809718, -47.059711",Corredor,-62.27,Quarto 2
2026-02-10T08:11:44,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809787, -47.059960",Arredores,-66.72,Quarto 2
2026-02-10T08:11:51,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809795, -47.059673",Enfermaria,-73.33,Quarto 1
2026-02-10T08:11:56,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809766, -47.059698",Enfermaria,3.71,Quarto 2
2026-02-10T08:12:02,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809660, -47.059594",Enfermaria,-69.95,Toalete
2026-02-10T08:12:04,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809729, -47.059553",Enfermaria,-76.65,Quarto 2
2026-02-10T08:12:13,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809690, -47.059620",Corredor,-72.3,Quarto 2
2026-02-10T08:12:17,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809697, -47.059373",Recepção,-97.79,Quarto 2
2026-02-10T08:12:20,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809669, -47.059690",Enfermaria,-83.72,Quarto 1
2026-02-10T08:12:23,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809663, -47.059533",Enfermaria,-87.98,Quarto 1
2026-02-10T08:12:28,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809694, -47.059807",Corredor,-67.05,Corredor
2026-02-10T08:12:31,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809744, -47.059349",Recepção,-87.52,Quarto 2
2026-02-10T08:12:35,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809760, -47.059400",Recepção,-76.7,Quarto 1
2026-02-10T08:12:42,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809819, -47.059462",Recepção,-68.98,Corredor
2026-02-10T08:12:48,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809481, -47.060061",Arredores,-87.12,Quarto 1
2026-02-10T08:12:53,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809661, -47.059684",Corredor,-78.14,Quarto 2
2026-02-10T08:12:56,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809575, -47.059668",Enfermaria,-83.99,Quarto 2
2026-02-10T08:13:02,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809714, -47.059382",Recepção,-94.4,Quarto 2
2026-02-10T08:13:07,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809595, -47.059669",Enfermaria,-75.89,Quarto 2
2026-02-10T08:13:16,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809637, -47.059590",Enfermaria,6.64,Quarto 2
2026-02-10T08:13:21,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809962, -47.059780",Corredor,-73.33,Quarto 1
2026-02-10T08:13:24,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809781, -47.059680",Enfermaria,-84.78,Quarto 1
2026-02-10T08:13:29,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809804, -47.059317",Recepção,-82.03,Quarto 1
2026-02-10T08:13:32,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809631, -47.059524",Enfermaria,-81.63,Quarto 1
2026-02-10T08:13:38,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809766, -47.059621",Corredor,-67.85,Quarto 2
2026-02-10T08:13:40,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809907, -47.059360",Recepção,-80.77,Quarto 2
2026-02-10T08:13:43,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809743, -47.059611",Corredor,-67.8,Quarto 2
2026-02-10T08:13:51,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809621, -47.059309",Recepção,-87.66,Quarto 1
2026-02-10T08:13:58,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809711, -47.059574",Enfermaria,-82.69,Quarto 2
2026-02-10T08:14:00,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809624, -47.059585",Enfermaria,-76.64,Quarto 2
2026-02-10T08:14:03,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809677, -47.059598",Enfermaria,-71.76,Toalete
2026-02-10T08:14:12,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809693, -47.059732",Corredor,-69.59,Quarto 1
2026-02-10T08:14:18,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809614, -47.059654",Enfermaria,-73.23,Quarto 2
2026-02-10T08:14:27,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809643, -47.059680",Enfermaria,-77.55,Quarto 2
2026-02-10T08:14:36,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809985, -47.059706",Corredor,-80.64,Quarto 1
2026-02-10T08:14:40,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809940, -47.059685",Corredor,-64.32,Quarto 1
2026-02-10T08:14:42,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809730, -47.059490",Recepção,-93.84,Quarto 2
2026-02-10T08:14:45,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809865, -47.059472",Recepção,-94.18,Quarto 1
2026-02-10T08:14:47,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809809, -47.059360",Recepção,-100.21,Quarto 2
2026-02-10T08:14:49,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809621, -47.059531",Enfermaria,-84.05,Quarto 1
2026-02-10T08:14:51,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809654, -47.059497",Recepção,-78.8,Quarto 2
2026-02-10T08:14:57,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809977, -47.059469",Recepção,-63.25,Toalete
2026-02-10T08:15:05,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809755, -47.059575",Enfermaria,-74.51,Quarto 2
2026-02-10T08:15:12,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809810, -47.059885",Arredores,-50.32,Quarto 2
2026-02-10T08:15:18,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809931, -47.059398",Recepção,-81.0,Quarto 2
2026-02-10T08:15:23,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809876, -47.059595",Arredores,-83.45,Quarto 1
2026-02-10T08:15:31,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809709, -47.059614",Enfermaria,-65.62,Toalete
2026-02-10T08:15:37,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809972, -47.059759",Corredor,-84.55,Quarto 1
2026-02-10T08:15:40,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809738, -47.059441",Recepção,-69.3,Corredor
2026-02-10T08:15:49,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809786, -47.059641",Enfermaria,-78.95,Quarto 2
2026-02-10T08:15:58,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809732, -47.059463",Recepção,-89.82,Quarto 2
2026-02-10T08:16:02,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809732, -47.059342",Recepção,-88.81,Quarto 1
2026-02-10T08:16:08,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809648, -47.059288",Recepção,-85.86,Quarto 1
2026-02-10T08:16:13,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809776, -47.059737",Corredor,-82.21,Quarto 1
2026-02-10T08:16:21,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809888, -47.059508",Recepção,-85.0,Quarto 1
2026-02-10T08:16:24,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809972, -47.059467",Recepção,-86.29,Quarto 2
2026-02-10T08:16:28,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809629, -47.059650",Enfermaria,-86.35,Quarto 1
2026-02-10T08:16:30,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809648, -47.059696",Enfermaria,-73.94,Quarto 1
2026-02-10T08:16:39,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809616, -47.059461",Recepção,-93.94,Quarto 2
2026-02-10T08:16:45,PAT_001,IMEI_999999,EMP_EXTERNAL_VISITOR,"-22.809648, -47.059564",Enfermaria,-76.2,Quarto 1
2026-02-10T08:16:51,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809841, -47.059386",Arredores,-94.94,Quarto 2
2026-02-10T08:16:57,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809733, -47.059518",Enfermaria,-90.08,Quarto 2
2026-02-10T08:17:00,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809461, -47.059663",Arredores,-78.37,Quarto 1
2026-02-10T08:17:05,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809932, -47.059373",Recepção,-100.98,Quarto 2
2026-02-10T08:17:12,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809995, -47.059400",Recepção,-81.11,Quarto 2
2026-02-10T08:17:15,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809694, -47.059562",Enfermaria,-85.15,Quarto 2
2026-02-10T08:17:20,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809953, -47.059348",Recepção,-86.81,Quarto 2
2026-02-10T08:17:25,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809679, -47.059342",Recepção,-78.84,Corredor
2026-02-10T08:17:32,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809680, -47.059330",Recepção,-87.52,Quarto 1
2026-02-10T08:17:37,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809734, -47.059347",Recepção,-79.2,Quarto 2
2026-02-10T08:17:42,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809624, -47.059563",Enfermaria,-76.47,Quarto 2
2026-02-10T08:17:51,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809633, -47.059625",Enfermaria,-83.42,Quarto 1
2026-02-10T08:17:57,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809597, -47.059634",Enfermaria,-75.5,Quarto 2
2026-02-10T08:18:01,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809740, -47.059377",Recepção,-90.11,Quarto 2
2026-02-10T08:18:06,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809858, -47.059479",Recepção,-86.4,Corredor
2026-02-10T08:18:09,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809925, -47.059445",Recepção,-92.67,Quarto 1
